customer_id,name,age,income,employment_status,region,signup_date,loan_amount,credit_score,late_payments,default_history,risk_score,risk_level,claim_id,incident_date,claim_amount,claim_status,claim_type,debt_to_income_ratio,risk_category,risk_category_encoded
15804,Erin Odonnell,74,50711,Retired,West,25/10/2015 12:31,21090,773,1,0,84,High,61282,19/05/2022 23:44,10461,1,Natural Disaster,0.41588609966279505,Very Low Risk,3
15804,Erin Odonnell,74,50711,Retired,West,25/10/2015 12:31,11922,355,1,0,65,Medium,57315,24/06/2019 16:57,5393,1,Accident,0.23509692177239652,High Risk,0
15804,Erin Odonnell,74,50711,Retired,West,25/10/2015 12:31,11922,355,1,0,65,Medium,61282,19/05/2022 23:44,10461,1,Natural Disaster,0.23509692177239652,High Risk,0
15808,Bryan Hobbs,74,28442,Self-Employed,South,12/02/2022 01:24,11969,516,2,0,58,Medium,54232,12/04/2017 04:24,6339,1,Theft,0.42082132058223753,High Risk,0
15808,Bryan Hobbs,74,28442,Self-Employed,South,12/02/2022 01:24,11969,516,2,0,58,Medium,69032,11/10/2018 08:26,4599,2,Theft,0.42082132058223753,High Risk,0
15808,Bryan Hobbs,74,28442,Self-Employed,South,12/02/2022 01:24,14380,332,3,0,11,Low,54232,12/04/2017 04:24,6339,1,Theft,0.5055903241684833,High Risk,0
15808,Bryan Hobbs,74,28442,Self-Employed,South,12/02/2022 01:24,14380,332,3,0,11,Low,69032,11/10/2018 08:26,4599,2,Theft,0.5055903241684833,High Risk,0
15809,Susan Valentine,57,41858,Student,North,07/08/2019 09:40,17027,301,3,0,39,Low,52130,28/08/2023 23:15,7498,0,Other,0.40678006593721633,High Risk,0
15809,Susan Valentine,57,41858,Student,North,07/08/2019 09:40,9421,617,1,0,66,Medium,52130,28/08/2023 23:15,7498,0,Other,0.2250704763724975,Moderate Risk,2
15809,Susan Valentine,57,41858,Student,North,07/08/2019 09:40,9992,344,4,0,70,Medium,52130,28/08/2023 23:15,7498,0,Other,0.23871183525252043,High Risk,0
15809,Susan Valentine,57,41858,Student,North,07/08/2019 09:40,11605,689,1,0,30,Low,52130,28/08/2023 23:15,7498,0,Other,0.2772468823164031,Low Risk,1
15810,Arthur Brown,62,33266,Retired,South,15/08/2018 10:19,23807,411,4,0,68,Medium,59830,20/01/2022 06:12,3347,1,Accident,0.7156556243612097,High Risk,0
15815,Juan Torres,73,43786,Employed,North,20/02/2020 10:38,19614,731,2,0,78,Medium,51704,27/04/2022 05:25,2884,0,Other,0.44795139999086464,Low Risk,1
15815,Juan Torres,73,43786,Employed,North,20/02/2020 10:38,19614,731,2,0,78,Medium,60360,14/10/2017 11:42,6982,1,Theft,0.44795139999086464,Low Risk,1
15815,Juan Torres,73,43786,Employed,North,20/02/2020 10:38,19614,731,2,0,78,Medium,68471,29/10/2024 00:48,5379,1,Other,0.44795139999086464,Low Risk,1
15816,Jeremy Stewart,27,71340,Retired,West,28/08/2022 00:18,12513,470,2,1,32,Low,62757,19/03/2024 03:46,6961,0,Other,0.17539949537426408,High Risk,0
15816,Jeremy Stewart,27,71340,Retired,West,28/08/2022 00:18,10990,353,4,0,40,Low,62757,19/03/2024 03:46,6961,0,Other,0.15405102326885337,High Risk,0
15816,Jeremy Stewart,27,71340,Retired,West,28/08/2022 00:18,16038,608,0,0,37,Low,62757,19/03/2024 03:46,6961,0,Other,0.2248107653490328,Moderate Risk,2
15817,Colleen Clark,51,46229,Retired,East,27/07/2022 20:57,12752,746,3,0,10,Low,59658,29/09/2018 22:34,2667,1,Accident,0.27584416708126935,Very Low Risk,3
15817,Colleen Clark,51,46229,Retired,East,27/07/2022 20:57,12752,746,3,0,10,Low,69644,07/03/2020 06:53,4553,0,Accident,0.27584416708126935,Very Low Risk,3
15818,Darren French,84,58879,Employed,Central,10/02/2020 18:54,10718,580,1,0,65,Medium,63865,25/06/2018 20:46,6860,1,Natural Disaster,0.18203434161585624,Moderate Risk,2
15819,Brenda Ross,48,48990,Retired,South,24/11/2018 02:59,16264,754,0,0,12,Low,54537,15/01/2019 20:53,7016,0,Theft,0.3319861196162482,Very Low Risk,3
15820,Tyler Rivera,83,51723,Self-Employed,Central,22/01/2017 00:24,8999,806,2,0,17,Low,52296,19/02/2021 22:36,5272,0,Natural Disaster,0.17398449432554183,Very Low Risk,3
15821,Danielle Moody,58,48267,Employed,West,18/09/2018 06:23,19725,447,1,0,11,Low,62137,11/01/2020 23:23,2649,0,Other,0.4086643048045248,High Risk,0
15822,Rebecca Singh,80,61144,Self-Employed,North,17/11/2015 08:59,15651,481,5,0,89,High,65635,05/05/2021 12:39,13129,1,Theft,0.25596951458851236,High Risk,0
15822,Rebecca Singh,80,61144,Self-Employed,North,17/11/2015 08:59,15818,314,1,0,63,Medium,65635,05/05/2021 12:39,13129,1,Theft,0.25870077194818786,High Risk,0
15826,John Mills,67,60053,Unemployed,South,18/06/2020 18:00,19301,791,1,0,81,High,69443,25/11/2018 11:01,4100,2,Accident,0.32139943050305564,Very Low Risk,3
15831,Maria Fields,62,76191,Employed,North,25/11/2018 20:35,16462,701,3,0,77,Medium,56299,05/12/2019 04:47,6386,1,Accident,0.21606226457193106,Low Risk,1
15831,Maria Fields,62,76191,Employed,North,25/11/2018 20:35,16462,701,3,0,77,Medium,57530,11/12/2024 03:06,7495,2,Accident,0.21606226457193106,Low Risk,1
15831,Maria Fields,62,76191,Employed,North,25/11/2018 20:35,3927,688,1,0,82,High,56299,05/12/2019 04:47,6386,1,Accident,0.051541520652045515,Low Risk,1
15831,Maria Fields,62,76191,Employed,North,25/11/2018 20:35,3927,688,1,0,82,High,57530,11/12/2024 03:06,7495,2,Accident,0.051541520652045515,Low Risk,1
15831,Maria Fields,62,76191,Employed,North,25/11/2018 20:35,9924,415,1,0,97,High,56299,05/12/2019 04:47,6386,1,Accident,0.13025160452021892,High Risk,0
15831,Maria Fields,62,76191,Employed,North,25/11/2018 20:35,9924,415,1,0,97,High,57530,11/12/2024 03:06,7495,2,Accident,0.13025160452021892,High Risk,0
15833,Emily Martinez,40,33714,Self-Employed,West,15/10/2019 19:48,18047,324,0,0,14,Low,54081,23/11/2017 12:28,3328,1,Theft,0.5352969092958415,High Risk,0
15833,Emily Martinez,40,33714,Self-Employed,West,15/10/2019 19:48,8994,331,0,0,63,Medium,54081,23/11/2017 12:28,3328,1,Theft,0.26677344723260366,High Risk,0
15835,Walter Serrano,19,25410,Employed,South,01/01/2020 08:47,13450,459,0,0,41,Low,50934,03/09/2021 10:55,6865,0,Theft,0.529319165682802,High Risk,0
15835,Walter Serrano,19,25410,Employed,South,01/01/2020 08:47,13450,459,0,0,41,Low,68087,31/08/2018 23:48,10964,2,Accident,0.529319165682802,High Risk,0
15835,Walter Serrano,19,25410,Employed,South,01/01/2020 08:47,11761,829,1,0,64,Medium,50934,03/09/2021 10:55,6865,0,Theft,0.46284927194018105,Very Low Risk,3
15835,Walter Serrano,19,25410,Employed,South,01/01/2020 08:47,11761,829,1,0,64,Medium,68087,31/08/2018 23:48,10964,2,Accident,0.46284927194018105,Very Low Risk,3
15835,Walter Serrano,19,25410,Employed,South,01/01/2020 08:47,10400,756,5,0,24,Low,50934,03/09/2021 10:55,6865,0,Theft,0.40928768201495475,Very Low Risk,3
15835,Walter Serrano,19,25410,Employed,South,01/01/2020 08:47,10400,756,5,0,24,Low,68087,31/08/2018 23:48,10964,2,Accident,0.40928768201495475,Very Low Risk,3
15836,Nancy Spencer,54,24283,Employed,Central,08/12/2021 02:55,13574,357,0,0,71,Medium,69296,18/05/2024 12:27,7320,1,Accident,0.5589918873285837,High Risk,0
15836,Nancy Spencer,54,24283,Employed,Central,08/12/2021 02:55,18165,640,1,0,92,High,69296,18/05/2024 12:27,7320,1,Accident,0.7480541942923032,Moderate Risk,2
15837,Cody Carlson,66,67943,Self-Employed,South,16/04/2022 04:10,19205,761,1,0,43,Low,53691,21/09/2020 03:36,7140,0,Accident,0.28266340903404324,Very Low Risk,3
15837,Cody Carlson,66,67943,Self-Employed,South,16/04/2022 04:10,19205,761,1,0,43,Low,58593,26/11/2024 21:00,11850,2,Theft,0.28266340903404324,Very Low Risk,3
15837,Cody Carlson,66,67943,Self-Employed,South,16/04/2022 04:10,13526,367,1,0,23,Low,53691,21/09/2020 03:36,7140,0,Accident,0.1990786394477724,High Risk,0
15837,Cody Carlson,66,67943,Self-Employed,South,16/04/2022 04:10,13526,367,1,0,23,Low,58593,26/11/2024 21:00,11850,2,Theft,0.1990786394477724,High Risk,0
15843,Daniel Phillips,55,51390,Unemployed,Central,27/11/2020 02:24,21750,830,2,0,1,Low,56459,08/12/2017 19:49,8806,0,Natural Disaster,0.4232340922358436,Very Low Risk,3
15843,Daniel Phillips,55,51390,Unemployed,Central,27/11/2020 02:24,21750,830,2,0,1,Low,63468,07/11/2019 04:37,1648,0,Accident,0.4232340922358436,Very Low Risk,3
15843,Daniel Phillips,55,51390,Unemployed,Central,27/11/2020 02:24,21750,830,2,0,1,Low,65010,27/05/2022 09:53,11076,0,Natural Disaster,0.4232340922358436,Very Low Risk,3
15847,Michael Davis,59,17090,Self-Employed,South,05/10/2016 00:31,9575,348,2,0,7,Low,59607,09/04/2020 18:39,9862,2,Natural Disaster,0.5602691632533645,High Risk,0
15850,Spencer Baldwin,33,34726,Retired,West,17/03/2016 05:48,11198,377,2,0,49,Low,53362,13/04/2020 23:27,12193,0,Theft,0.3224673155560675,High Risk,0
15850,Spencer Baldwin,33,34726,Retired,West,17/03/2016 05:48,11198,377,2,0,49,Low,68785,09/05/2019 15:11,3010,1,Accident,0.3224673155560675,High Risk,0
15852,Lori Erickson,52,30706,Employed,South,09/03/2015 20:34,15790,447,2,0,41,Low,58004,26/01/2020 02:33,6307,1,Other,0.5142317462385202,High Risk,0
15852,Lori Erickson,52,30706,Employed,South,09/03/2015 20:34,15790,447,2,0,41,Low,65947,16/04/2024 02:13,5797,0,Accident,0.5142317462385202,High Risk,0
15854,Jesse Jenkins,19,63313,Self-Employed,South,26/01/2020 15:50,13436,580,0,0,7,Low,67164,27/03/2020 02:43,7573,1,Natural Disaster,0.2122155007660354,Moderate Risk,2
15854,Jesse Jenkins,19,63313,Self-Employed,South,26/01/2020 15:50,15404,301,6,0,23,Low,67164,27/03/2020 02:43,7573,1,Natural Disaster,0.24329916446859254,High Risk,0
15860,Andrew Castaneda,37,43535,Student,East,21/06/2020 04:08,13318,639,6,0,33,Low,67666,07/06/2022 20:50,9304,0,Accident,0.3059147812105203,Moderate Risk,2
15861,Elizabeth Leonard,41,33613,Employed,South,06/10/2019 17:36,13575,428,1,0,64,Medium,64035,19/10/2022 20:04,6718,0,Theft,0.40386160116621544,High Risk,0
15864,Jeffrey Stewart,44,47829,Self-Employed,East,17/11/2019 06:14,9558,564,2,0,60,Medium,63904,11/08/2019 08:58,6152,2,Natural Disaster,0.1998369190240231,High Risk,0
15864,Jeffrey Stewart,44,47829,Self-Employed,East,17/11/2019 06:14,9558,564,2,0,60,Medium,65329,21/05/2021 01:22,10224,0,Other,0.1998369190240231,High Risk,0
15865,Lindsay Thomas,43,74012,Student,Central,27/04/2022 16:14,12933,375,1,0,78,Medium,63637,17/03/2019 19:10,4017,1,Natural Disaster,0.17474193374047453,High Risk,0
15866,Marvin Rollins,24,46947,Self-Employed,South,06/02/2018 22:33,13912,527,2,0,73,Medium,51170,17/05/2018 18:01,9065,2,Other,0.29633416405734125,High Risk,0
15869,Jeremy Lopez,70,49360,Self-Employed,East,20/01/2021 18:26,15767,582,3,0,77,Medium,60609,16/04/2021 04:59,6192,2,Natural Disaster,0.31942868719611023,Moderate Risk,2
15869,Jeremy Lopez,70,49360,Self-Employed,East,20/01/2021 18:26,15767,582,3,0,77,Medium,69275,16/06/2022 18:35,5641,0,Natural Disaster,0.31942868719611023,Moderate Risk,2
15869,Jeremy Lopez,70,49360,Self-Employed,East,20/01/2021 18:26,16235,804,5,0,63,Medium,60609,16/04/2021 04:59,6192,2,Natural Disaster,0.3289100486223663,Very Low Risk,3
15869,Jeremy Lopez,70,49360,Self-Employed,East,20/01/2021 18:26,16235,804,5,0,63,Medium,69275,16/06/2022 18:35,5641,0,Natural Disaster,0.3289100486223663,Very Low Risk,3
15869,Jeremy Lopez,70,49360,Self-Employed,East,20/01/2021 18:26,10690,767,4,0,44,Low,60609,16/04/2021 04:59,6192,2,Natural Disaster,0.21657212317666127,Very Low Risk,3
15869,Jeremy Lopez,70,49360,Self-Employed,East,20/01/2021 18:26,10690,767,4,0,44,Low,69275,16/06/2022 18:35,5641,0,Natural Disaster,0.21657212317666127,Very Low Risk,3
15876,David Ellis,36,36025,Self-Employed,North,01/06/2020 19:56,12468,364,1,0,57,Medium,68871,07/02/2024 12:50,6894,1,Theft,0.34609299097848717,High Risk,0
15877,Bryan Thompson,26,56867,Employed,West,02/10/2021 20:20,18838,451,2,0,7,Low,62177,23/04/2024 06:15,5945,2,Natural Disaster,0.33126417781841844,High Risk,0
15877,Bryan Thompson,26,56867,Employed,West,02/10/2021 20:20,18838,451,2,0,7,Low,69073,15/10/2017 14:21,7250,2,Accident,0.33126417781841844,High Risk,0
15883,Shaun Mendoza,20,66156,Student,South,30/10/2018 18:18,5058,558,1,0,26,Low,59978,25/06/2024 21:40,9258,2,Accident,0.07645565028115364,High Risk,0
15883,Shaun Mendoza,20,66156,Student,South,30/10/2018 18:18,5058,558,1,0,26,Low,60568,06/08/2022 16:50,8475,2,Accident,0.07645565028115364,High Risk,0
15888,Dustin Gray,44,72534,Employed,Central,10/06/2019 10:59,22429,522,3,0,11,Low,57502,21/04/2018 16:04,8247,0,Other,0.30922050348801944,High Risk,0
15888,Dustin Gray,44,72534,Employed,Central,10/06/2019 10:59,22429,522,3,0,11,Low,66273,06/06/2022 22:03,11825,0,Natural Disaster,0.30922050348801944,High Risk,0
15888,Dustin Gray,44,72534,Employed,Central,10/06/2019 10:59,22429,522,3,0,11,Low,66718,21/06/2021 01:05,6398,0,Other,0.30922050348801944,High Risk,0
15888,Dustin Gray,44,72534,Employed,Central,10/06/2019 10:59,15889,503,0,0,94,High,57502,21/04/2018 16:04,8247,0,Other,0.2190558910304133,High Risk,0
15888,Dustin Gray,44,72534,Employed,Central,10/06/2019 10:59,15889,503,0,0,94,High,66273,06/06/2022 22:03,11825,0,Natural Disaster,0.2190558910304133,High Risk,0
15888,Dustin Gray,44,72534,Employed,Central,10/06/2019 10:59,15889,503,0,0,94,High,66718,21/06/2021 01:05,6398,0,Other,0.2190558910304133,High Risk,0
15888,Dustin Gray,44,72534,Employed,Central,10/06/2019 10:59,12110,596,1,0,7,Low,57502,21/04/2018 16:04,8247,0,Other,0.16695618606446633,Moderate Risk,2
15888,Dustin Gray,44,72534,Employed,Central,10/06/2019 10:59,12110,596,1,0,7,Low,66273,06/06/2022 22:03,11825,0,Natural Disaster,0.16695618606446633,Moderate Risk,2
15888,Dustin Gray,44,72534,Employed,Central,10/06/2019 10:59,12110,596,1,0,7,Low,66718,21/06/2021 01:05,6398,0,Other,0.16695618606446633,Moderate Risk,2
15888,Dustin Gray,44,72534,Employed,Central,10/06/2019 10:59,15048,702,1,0,36,Low,57502,21/04/2018 16:04,8247,0,Other,0.20746132848043677,Low Risk,1
15888,Dustin Gray,44,72534,Employed,Central,10/06/2019 10:59,15048,702,1,0,36,Low,66273,06/06/2022 22:03,11825,0,Natural Disaster,0.20746132848043677,Low Risk,1
15888,Dustin Gray,44,72534,Employed,Central,10/06/2019 10:59,15048,702,1,0,36,Low,66718,21/06/2021 01:05,6398,0,Other,0.20746132848043677,Low Risk,1
15890,Jennifer Ryan,56,38369,Employed,East,12/06/2017 00:39,13288,718,0,0,34,Low,50344,12/08/2021 18:54,3036,2,Other,0.34632124892491334,Low Risk,1
15890,Jennifer Ryan,56,38369,Employed,East,12/06/2017 00:39,13288,718,0,0,34,Low,65129,10/09/2018 03:44,1247,0,Other,0.34632124892491334,Low Risk,1
15890,Jennifer Ryan,56,38369,Employed,East,12/06/2017 00:39,13288,718,0,0,34,Low,67895,13/01/2024 04:52,9444,0,Accident,0.34632124892491334,Low Risk,1
15891,Cody Morse,63,43169,Retired,South,13/06/2018 09:02,18099,845,6,0,13,Low,51473,30/07/2017 12:16,3447,1,Other,0.4192591906229007,Very Low Risk,3
15892,Debra Armstrong,83,55003,Student,East,17/03/2017 21:07,16660,542,3,0,25,Low,50513,25/10/2024 06:26,10172,0,Accident,0.3028925694962093,High Risk,0
15892,Debra Armstrong,83,55003,Student,East,17/03/2017 21:07,16660,542,3,0,25,Low,58326,19/07/2023 12:35,10996,1,Other,0.3028925694962093,High Risk,0
15892,Debra Armstrong,83,55003,Student,East,17/03/2017 21:07,16660,542,3,0,25,Low,67997,22/04/2020 02:44,4847,1,Accident,0.3028925694962093,High Risk,0
15892,Debra Armstrong,83,55003,Student,East,17/03/2017 21:07,16660,542,3,0,25,Low,69493,02/01/2022 02:20,3463,2,Accident,0.3028925694962093,High Risk,0
15894,Robert Johnson,82,32033,Student,East,09/09/2017 16:56,5700,411,3,0,66,Medium,51439,07/04/2020 10:55,7280,0,Natural Disaster,0.17794149783036245,High Risk,0
15898,Dakota Salinas,45,38581,Student,North,05/08/2022 07:16,14467,449,4,0,55,Medium,65533,03/06/2019 15:16,10830,2,Natural Disaster,0.37497732044270493,High Risk,0
15898,Dakota Salinas,45,38581,Student,North,05/08/2022 07:16,21147,536,0,0,62,Medium,65533,03/06/2019 15:16,10830,2,Natural Disaster,0.5481195407065654,High Risk,0
15901,Kyle Banks,60,77074,Self-Employed,South,09/10/2017 21:47,20821,781,4,0,91,High,68181,24/07/2021 15:24,2155,1,Accident,0.27014297947427146,Very Low Risk,3
15903,Kevin Thomas,80,63379,Retired,Central,03/02/2015 21:19,11059,507,0,0,64,Medium,50450,30/04/2021 08:54,3500,1,Theft,0.1744899730194544,High Risk,0
15903,Kevin Thomas,80,63379,Retired,Central,03/02/2015 21:19,11059,507,0,0,64,Medium,52302,10/09/2024 21:28,4121,1,Natural Disaster,0.1744899730194544,High Risk,0
15904,Wendy Fisher,68,50031,Student,North,27/12/2018 00:40,6400,340,1,0,21,Low,54262,04/09/2017 07:41,9465,0,Accident,0.12792068917271293,High Risk,0
15904,Wendy Fisher,68,50031,Student,North,27/12/2018 00:40,10925,508,1,0,66,Medium,54262,04/09/2017 07:41,9465,0,Accident,0.2183646139393576,High Risk,0
15905,Christina Mcdonald,19,59559,Student,East,08/12/2020 05:37,16268,843,1,0,49,Low,66851,10/03/2018 16:18,7264,0,Natural Disaster,0.2731409190886348,Very Low Risk,3
15910,Isaac Conner,77,67251,Retired,South,15/07/2022 13:04,15974,603,0,0,8,Low,52837,30/11/2019 03:53,6623,1,Accident,0.23752806649715247,Moderate Risk,2
15910,Isaac Conner,77,67251,Retired,South,15/07/2022 13:04,15974,603,0,0,8,Low,68324,23/04/2020 16:49,6561,2,Other,0.23752806649715247,Moderate Risk,2
15910,Isaac Conner,77,67251,Retired,South,15/07/2022 13:04,15974,603,0,0,8,Low,68944,25/09/2017 21:59,9318,2,Accident,0.23752806649715247,Moderate Risk,2
15912,Darrell Knight,48,64695,Employed,Central,03/04/2016 11:24,14237,471,0,0,76,Medium,54696,13/10/2024 20:17,9225,1,Natural Disaster,0.22006337429476774,High Risk,0
15914,Natalie Simmons,53,66082,Student,East,06/05/2020 09:36,16384,573,2,0,86,High,58196,23/12/2024 21:17,9676,1,Accident,0.24793438455252564,High Risk,0
15914,Natalie Simmons,53,66082,Student,East,06/05/2020 09:36,16384,573,2,0,86,High,62854,25/10/2018 04:11,9256,0,Natural Disaster,0.24793438455252564,High Risk,0
15919,Sarah Maxwell,78,55267,Retired,East,27/05/2022 02:34,8169,639,4,0,91,High,62371,03/08/2021 10:59,7543,0,Other,0.14780972370492337,Moderate Risk,2
15919,Sarah Maxwell,78,55267,Retired,East,27/05/2022 02:34,8169,639,4,0,91,High,64272,12/06/2017 10:43,9582,2,Theft,0.14780972370492337,Moderate Risk,2
15920,Barbara Greene,43,31557,Retired,Central,13/07/2019 10:18,14519,514,1,0,59,Medium,51136,24/02/2024 08:21,1299,2,Natural Disaster,0.46008809455905186,High Risk,0
15920,Barbara Greene,43,31557,Retired,Central,13/07/2019 10:18,14519,514,1,0,59,Medium,51494,07/08/2018 22:42,12484,2,Other,0.46008809455905186,High Risk,0
15922,Dr. Peggy Wood,32,82516,Retired,North,11/12/2015 07:03,15289,584,2,0,34,Low,68357,13/11/2023 08:54,5073,2,Theft,0.18528527800668962,Moderate Risk,2
15922,Dr. Peggy Wood,32,82516,Retired,North,11/12/2015 07:03,5201,776,2,0,44,Low,68357,13/11/2023 08:54,5073,2,Theft,0.06303020020359688,Very Low Risk,3
15923,Jessica Sexton,33,41625,Unemployed,Central,10/08/2020 02:10,10668,659,0,0,64,Medium,66343,10/08/2017 15:54,5676,0,Other,0.2562882882882883,Moderate Risk,2
15923,Jessica Sexton,33,41625,Unemployed,Central,10/08/2020 02:10,10668,659,0,0,64,Medium,67107,23/10/2018 12:33,6636,2,Theft,0.2562882882882883,Moderate Risk,2
15930,Ashley Mata,30,67511,Employed,West,21/04/2016 20:30,4315,579,3,0,66,Medium,64123,26/02/2017 00:20,10299,1,Natural Disaster,0.06391551006502644,High Risk,0
15932,Daryl Sanchez,38,62083,Retired,East,23/01/2017 00:56,18359,353,2,0,27,Low,56545,20/05/2023 18:03,6703,0,Accident,0.2957170239840214,High Risk,0
15935,Mario Peterson,44,29303,Retired,South,04/03/2020 21:41,18853,711,2,0,13,Low,60583,27/10/2021 18:08,7417,0,Accident,0.6433812237654848,Low Risk,1
15939,Ethan Miller,63,38139,Student,North,20/04/2017 16:57,10820,471,1,0,72,Medium,60191,22/06/2024 11:15,8837,0,Natural Disaster,0.283699100658119,High Risk,0
15939,Ethan Miller,63,38139,Student,North,20/04/2017 16:57,15802,668,3,0,5,Low,60191,22/06/2024 11:15,8837,0,Natural Disaster,0.4143265423844359,Moderate Risk,2
15941,Robert Butler,25,60236,Retired,East,07/01/2020 05:53,10393,491,2,0,95,High,63527,27/12/2020 18:40,3896,0,Accident,0.17253801713261172,High Risk,0
15941,Robert Butler,25,60236,Retired,East,07/01/2020 05:53,10393,491,2,0,95,High,69365,07/06/2019 02:32,1397,2,Natural Disaster,0.17253801713261172,High Risk,0
15941,Robert Butler,25,60236,Retired,East,07/01/2020 05:53,11604,721,2,0,34,Low,63527,27/12/2020 18:40,3896,0,Accident,0.1926422737233548,Low Risk,1
15941,Robert Butler,25,60236,Retired,East,07/01/2020 05:53,11604,721,2,0,34,Low,69365,07/06/2019 02:32,1397,2,Natural Disaster,0.1926422737233548,Low Risk,1
15941,Robert Butler,25,60236,Retired,East,07/01/2020 05:53,22788,515,2,0,48,Low,63527,27/12/2020 18:40,3896,0,Accident,0.3783119729065675,High Risk,0
15941,Robert Butler,25,60236,Retired,East,07/01/2020 05:53,22788,515,2,0,48,Low,69365,07/06/2019 02:32,1397,2,Natural Disaster,0.3783119729065675,High Risk,0
15941,Robert Butler,25,60236,Retired,East,07/01/2020 05:53,19003,498,0,0,68,Medium,63527,27/12/2020 18:40,3896,0,Accident,0.31547579520552493,High Risk,0
15941,Robert Butler,25,60236,Retired,East,07/01/2020 05:53,19003,498,0,0,68,Medium,69365,07/06/2019 02:32,1397,2,Natural Disaster,0.31547579520552493,High Risk,0
15944,Jessica Downs,80,74557,Student,Central,05/02/2017 18:41,12461,337,3,0,81,High,55017,15/03/2018 07:40,4303,1,Accident,0.16713387072977723,High Risk,0
15944,Jessica Downs,80,74557,Student,Central,05/02/2017 18:41,12461,337,3,0,81,High,57266,11/05/2022 23:07,2690,0,Other,0.16713387072977723,High Risk,0
15944,Jessica Downs,80,74557,Student,Central,05/02/2017 18:41,12461,337,3,0,81,High,66127,24/08/2022 16:14,7029,1,Theft,0.16713387072977723,High Risk,0
15946,Christopher Norris,37,19856,Student,North,29/11/2018 19:58,10248,653,0,0,93,High,59775,05/12/2022 20:28,8987,0,Theft,0.516116035455278,Moderate Risk,2
15947,Karen Kirk,25,54437,Retired,Central,13/08/2017 11:04,12896,315,1,1,80,Medium,60894,23/04/2021 07:00,3031,1,Other,0.2368976982567004,High Risk,0
15947,Karen Kirk,25,54437,Retired,Central,13/08/2017 11:04,12896,315,1,1,80,Medium,60962,07/10/2023 07:56,2888,0,Other,0.2368976982567004,High Risk,0
15948,Terri Ortiz,75,77518,Student,Central,05/04/2019 19:00,14397,473,2,1,47,Low,50273,22/01/2018 23:24,4558,1,Natural Disaster,0.18572460589798498,High Risk,0
15950,Patricia Young,48,66875,Unemployed,West,03/05/2016 14:48,8427,417,1,0,94,High,54493,07/07/2019 02:45,7426,1,Other,0.12601121495327103,High Risk,0
15953,Jacqueline Evans,43,66296,Unemployed,East,09/08/2020 17:33,15790,431,3,0,82,High,53394,19/08/2023 07:10,7917,0,Accident,0.23817424882345842,High Risk,0
15953,Jacqueline Evans,43,66296,Unemployed,East,09/08/2020 17:33,15790,431,3,0,82,High,56466,10/10/2018 07:39,6465,0,Other,0.23817424882345842,High Risk,0
15953,Jacqueline Evans,43,66296,Unemployed,East,09/08/2020 17:33,15790,431,3,0,82,High,66728,26/08/2020 01:51,8950,2,Other,0.23817424882345842,High Risk,0
15953,Jacqueline Evans,43,66296,Unemployed,East,09/08/2020 17:33,16451,826,2,0,4,Low,53394,19/08/2023 07:10,7917,0,Accident,0.24814468444551707,Very Low Risk,3
15953,Jacqueline Evans,43,66296,Unemployed,East,09/08/2020 17:33,16451,826,2,0,4,Low,56466,10/10/2018 07:39,6465,0,Other,0.24814468444551707,Very Low Risk,3
15953,Jacqueline Evans,43,66296,Unemployed,East,09/08/2020 17:33,16451,826,2,0,4,Low,66728,26/08/2020 01:51,8950,2,Other,0.24814468444551707,Very Low Risk,3
15953,Jacqueline Evans,43,66296,Unemployed,East,09/08/2020 17:33,9311,360,5,0,29,Low,53394,19/08/2023 07:10,7917,0,Accident,0.14044587908772777,High Risk,0
15953,Jacqueline Evans,43,66296,Unemployed,East,09/08/2020 17:33,9311,360,5,0,29,Low,56466,10/10/2018 07:39,6465,0,Other,0.14044587908772777,High Risk,0
15953,Jacqueline Evans,43,66296,Unemployed,East,09/08/2020 17:33,9311,360,5,0,29,Low,66728,26/08/2020 01:51,8950,2,Other,0.14044587908772777,High Risk,0
15954,Nathan Hall,27,79115,Self-Employed,South,12/06/2018 12:05,16778,665,4,0,41,Low,58583,18/09/2021 04:59,9122,2,Natural Disaster,0.21207103583391265,Moderate Risk,2
15954,Nathan Hall,27,79115,Self-Employed,South,12/06/2018 12:05,21372,397,2,0,82,High,58583,18/09/2021 04:59,9122,2,Natural Disaster,0.2701384061176768,High Risk,0
15958,Jamie Sanchez,40,70920,Self-Employed,West,17/03/2018 15:13,10216,447,2,0,11,Low,69116,29/06/2023 20:24,10175,1,Natural Disaster,0.14404963338973492,High Risk,0
15958,Jamie Sanchez,40,70920,Self-Employed,West,17/03/2018 15:13,13700,464,1,0,39,Low,69116,29/06/2023 20:24,10175,1,Natural Disaster,0.19317540891144952,High Risk,0
15959,Nicole Lee,58,36949,Unemployed,West,20/09/2017 10:07,19981,585,2,1,18,Low,53531,21/04/2019 22:43,7029,2,Accident,0.5407724160329103,Moderate Risk,2
15959,Nicole Lee,58,36949,Unemployed,West,20/09/2017 10:07,19981,585,2,1,18,Low,57200,09/12/2020 01:51,10007,2,Theft,0.5407724160329103,Moderate Risk,2
15959,Nicole Lee,58,36949,Unemployed,West,20/09/2017 10:07,19981,585,2,1,18,Low,66047,17/01/2018 01:09,10459,2,Other,0.5407724160329103,Moderate Risk,2
15959,Nicole Lee,58,36949,Unemployed,West,20/09/2017 10:07,16498,790,4,0,63,Medium,53531,21/04/2019 22:43,7029,2,Accident,0.44650734796611546,Very Low Risk,3
